5,0.033025223804277894
6,0.03877531825267311
7,0.05126316786740553
8,0.04824816397380646
9,0.054174809316590467
10,0.05248759639623178
11,0.05090761489872166
12,0.05870195447831178
13,0.05669994130349063
14,0.05849921519326104
15,0.050707289553784424
16,0.05422414664512598
17,0.059345743343064646
18,0.06275604668326659
19,0.06112067748375197
20,0.06591069828139767
21,0.06406470380444565
22,0.06639150622810604
23,0.067093992311016
24,0.06554185103977088
25,0.05958079415913295
26,0.06643830261523245
27,0.0685485781460672
28,0.07083872107732521
29,0.06509820269188145
30,0.06955261062171351
31,0.0746818022598536
32,0.07060064698815163
33,0.06208981305205974
34,0.08006776715850637
35,0.07315525219348461
36,0.07366941270194803
37,0.07808069828662806
38,0.07682130683997562
39,0.07893705916836789
40,0.06893709449888646
41,0.07511851905057673
42,0.07947854796654627
43,0.07296326510697723
44,0.08640846662683617
45,0.07843704650605189
46,0.0764292337547467
47,0.08597483122400164
48,0.07201024082346799
49,0.08228760100119831
